jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
Granulocytes,topic10,3:102730214-102740214;NM_001243132.1..Tspan2,Tspan2,308.5,#D55E00
Granulocytes,topic10,15:82907134-82917134;NM_001114140.1..Tcf20,Tcf20,310.5,#D55E00
Granulocytes,topic10,4:109197272-109207272;NM_133885.4..Osbpl9,Osbpl9,310.5,#D55E00
Granulocytes,topic10,11:115057038-115067038;NM_172050.2..Cd300e,Cd300e,312.5,#D55E00
Granulocytes,topic10,4:57951411-57961411;NM_011660.3..Txn1,Txn1,312.5,#D55E00
Granulocytes,topic10,2:68856556-68866556;NM_172856.3..Cers6,Cers6,314.5,#D55E00
Granulocytes,topic10,8:92850349-92860349;NM_173014.1..Lpcat2,Lpcat2,314.5,#D55E00
Granulocytes,topic10,4:132559066-132569066;NM_001081211.2..Ptafr,Ptafr,316,#D55E00
Granulocytes,topic10,10:12959259-12969259;NM_001163590.1..Stx11,Stx11,317,#D55E00
Granulocytes,topic10,19:21467661-21477661;NM_010266.2..Gda,Gda,318.5,#D55E00
Granulocytes,topic10,8:10001632-10011632;NM_033622.1..Tnfsf13b,Tnfsf13b,318.5,#D55E00
Granulocytes,topic10,14:55756427-55766427;NM_020490.2..Ltb4r2,Ltb4r2,322.5,#D55E00
Granulocytes,topic10,18:65693267-65703267;NM_177028.3..Oacyl,Oacyl,322.5,#D55E00
Granulocytes,topic10,19:34285658-34295658;NM_001146708.1..Fas,Fas,322.5,#D55E00
Granulocytes,topic10,19:56385038-56395038;NM_001286552.1..Nrap,Nrap,322.5,#D55E00
Granulocytes,topic10,2:26859995-26869995;NM_001290444.1..Abo,Abo,322.5,#D55E00
Granulocytes,topic10,7:3288027-3298027;NM_001093766.1..Myadm,Myadm,322.5,#D55E00
Granulocytes,topic10,1:170971071-170981071;NM_001077189.1..Fcgr2b,Fcgr2b,326,#D55E00
Granulocytes,topic10,17:31290482-31300482;NM_153062.2..Slc37a1,Slc37a1,327.5,#D55E00
Granulocytes,topic10,6:123284871-123294871;NM_019948.2..Clec4e,Clec4e,327.5,#D55E00
Granulocytes,topic10,1:156469328-156479328;NM_009230.3..Soat1,Soat1,331,#D55E00
Granulocytes,topic10,12:70097854-70107854;NM_001081453.1..Nin,Nin,331,#D55E00
Granulocytes,topic10,15:78978055-78988055;NM_001024716.1..Triobp,Triobp,331,#D55E00
Granulocytes,topic10,15:83024950-83034950;NM_001271413.1..Nfam1,Nfam1,331,#D55E00
Granulocytes,topic10,2:105394319-105404319;NM_009037.2..Rcn1,Rcn1,331,#D55E00
Granulocytes,topic10,4:59433633-59443633;NM_001163288.2..Susd1,Susd1,335,#D55E00
Granulocytes,topic10,8:18945975-18955975;NM_001113350.2..Xkr5,Xkr5,335,#D55E00
Granulocytes,topic10,8:61923086-61933086;NM_001293783.1..Ddx60,Ddx60,335,#D55E00
Granulocytes,topic10,1:193196546-193206546;NM_153137.4..Traf3ip3,Traf3ip3,340,#D55E00
Granulocytes,topic10,1:84930083-84940083;NM_027921.1..Slc16a14,Slc16a14,340,#D55E00
Granulocytes,topic10,12:102278640-102288640;NM_001161365.1..Rin3,Rin3,340,#D55E00
Granulocytes,topic10,14:8093212-8103212;NM_145458.3..Pxk,Pxk,340,#D55E00
Granulocytes,topic10,17:29313881-29323881;NM_023734.3..Pi16,Pi16,340,#D55E00
Granulocytes,topic10,2:32382739-32392739;NM_008491.1..Lcn2,Lcn2,340,#D55E00
Granulocytes,topic10,7:135588480-135598480;NM_001316680.1..Ptpre,Ptpre,340,#D55E00
Granulocytes,topic10,13:40854767-40864767;NM_023887.4..Gcnt2,Gcnt2,344,#D55E00
Granulocytes,topic10,2:129588168-129598168;NM_001177647.2..Sirpa,Sirpa,345,#D55E00
Granulocytes,topic10,11:120943483-120953483;NM_030696.3..Slc16a3,Slc16a3,346,#D55E00
Granulocytes,topic10,11:83170185-83180185;NM_001302559.1..Slfn4,Slfn4,347,#D55E00
Granulocytes,topic10,18:67240830-67250830;NM_172630.2..Mppe1,Mppe1,349,#D55E00
Granulocytes,topic10,2:129587838-129597838;NM_001291020.1..Sirpa,Sirpa,349,#D55E00
Granulocytes,topic10,8:75088617-75098617;NM_010442.2..Hmox1,Hmox1,349,#D55E00
Granulocytes,topic10,19:24994528-25004528;NM_028785.3..Dock8,Dock8,352,#D55E00
Granulocytes,topic10,2:26666282-26676282;NM_010695.1..Lcn4,Lcn4,352,#D55E00
Granulocytes,topic10,8:123648928-123658928;NM_133955.4..Rhou,Rhou,352,#D55E00
Granulocytes,topic10,1:134177403-134187403;NM_007695.3..Chil1,Chil1,355,#D55E00
Granulocytes,topic10,11:97445159-97455159;NM_021493.2..Arhgap23,Arhgap23,355,#D55E00
Granulocytes,topic10,7:110857953-110867953;NM_053247.4..Lyve1,Lyve1,355,#D55E00
Granulocytes,topic10,6:136656893-136666893;NM_025806.2..Plbd1,Plbd1,357.5,#D55E00
Granulocytes,topic10,8:18945871-18955871;NM_001286469.1..Xkr5,Xkr5,357.5,#D55E00
Granulocytes,topic10,1:182949787-182959787;NM_016928.3..Tlr5,Tlr5,361,#D55E00
Granulocytes,topic10,19:56456636-56466636;NM_001164263.1..Plekhs1,Plekhs1,361,#D55E00
Granulocytes,topic10,3:83836608-83846608;NM_011905.3..Tlr2,Tlr2,361,#D55E00
Granulocytes,topic10,5:107720805-107730805;NM_001267621.1..Gfi1,Gfi1,361,#D55E00
Granulocytes,topic10,9:45074182-45084182;NM_001005421.4..Amica1,Amica1,361,#D55E00
Granulocytes,topic10,13:56604602-56614602;NM_009369.4..Tgfbi,Tgfbi,365,#D55E00
Granulocytes,topic10,5:107719343-107729343;NM_010278.2..Gfi1,Gfi1,365,#D55E00
Granulocytes,topic10,7:80857107-80867107;NM_009553.2..Zscan2,Zscan2,365,#D55E00
Granulocytes,topic10,1:164146834-164156834;NM_007976.3..F5,F5,368.5,#D55E00
Granulocytes,topic10,16:10988121-10998121;NM_019980.2..Litaf,Litaf,368.5,#D55E00
Granulocytes,topic10,6:119444386-119454386;NM_001271757.1..Wnt5b,Wnt5b,368.5,#D55E00
Granulocytes,topic10,7:72301595-72311595;NM_001024703.1..Mctp2,Mctp2,368.5,#D55E00
Granulocytes,topic10,11:70125356-70135356;NM_145137.2..Mgl2,Mgl2,373.5,#D55E00
Granulocytes,topic10,19:55248368-55258368;NM_027976.2..Acsl5,Acsl5,373.5,#D55E00
Granulocytes,topic10,19:5981143-5991143;NM_198650.2..Slc22a20,Slc22a20,373.5,#D55E00
Granulocytes,topic10,2:153286415-153296415;NM_008444.4..Kif3b,Kif3b,373.5,#D55E00
Granulocytes,topic10,2:164943218-164953218;NM_013599.4..Mmp9,Mmp9,373.5,#D55E00
Granulocytes,topic10,3:94577716-94587716;NM_001082484.2..Snx27,Snx27,373.5,#D55E00
Granulocytes,topic10,19:24896309-24906309;NM_008022.2..Foxd4,Foxd4,378.5,#D55E00
Granulocytes,topic10,7:139987562-139997562;NM_001291066.2..Adam8,Adam8,378.5,#D55E00
Granulocytes,topic10,7:43528171-43538171;NM_001111058.1..Cd33,Cd33,378.5,#D55E00
Granulocytes,topic10,9:44079919-44089919;NM_198091.2..Usp2,Usp2,378.5,#D55E00
Granulocytes,topic10,10:117287868-117297868;NM_013590.4..Lyz1,Lyz1,381.5,#D55E00
Granulocytes,topic10,7:43629738-43639738;NM_028236.1..Ceacam18,Ceacam18,381.5,#D55E00
Granulocytes,topic10,11:46050983-46060983;NM_001291891.1..Adam19,Adam19,383.5,#D55E00
Granulocytes,topic10,7:31146050-31156050;NM_027898.3..Gramd1a,Gramd1a,383.5,#D55E00
Granulocytes,topic10,13:13585408-13595408;NM_010748.2..Lyst,Lyst,386.5,#D55E00
Granulocytes,topic10,14:73380271-73390271;NM_008410.2..Itm2b,Itm2b,386.5,#D55E00
Granulocytes,topic10,15:78320989-78330989;NM_007780.4..Csf2rb,Csf2rb,386.5,#D55E00
Granulocytes,topic10,3:51656178-51666178;NM_001310482.1..Mgst2,Mgst2,386.5,#D55E00
Granulocytes,topic10,12:110974021-110984021;NM_175207.4..Ankrd9,Ankrd9,390,#D55E00
Granulocytes,topic10,17:34926252-34936252;NM_010893.3..Neu1,Neu1,390,#D55E00
Granulocytes,topic10,4:130169802-130179802;NM_001168333.1..Tinagl1,Tinagl1,390,#D55E00
Granulocytes,topic10,1:171054403-171064403;NM_010188.5..Fcgr3,Fcgr3,394.5,#D55E00
Granulocytes,topic10,10:58366453-58376453;NM_201242.1..Lims1,Lims1,394.5,#D55E00
Granulocytes,topic10,11:103358692-103368692;NM_001205236.1..Arhgap27,Arhgap27,394.5,#D55E00
Granulocytes,topic10,8:120109151-120119151;NM_001163761.1..6430548M08Rik,6430548M08Rik,394.5,#D55E00
Granulocytes,topic10,8:72004626-72014626;NM_024444.2..Cyp4f18,Cyp4f18,394.5,#D55E00
Granulocytes,topic10,8:95012691-95022691;NM_173036.3..Adgrg3,Adgrg3,394.5,#D55E00
Granulocytes,topic10,10:62335421-62345421;NM_001146100.1..Hk1,Hk1,400.5,#D55E00
Granulocytes,topic10,13:73462382-73472382;NM_145376.5..Lpcat1,Lpcat1,400.5,#D55E00
Granulocytes,topic10,3:97623837-97633837;NM_001161765.1..Fmo5,Fmo5,400.5,#D55E00
HSPCs,topic11,19:16868830-16878830;NM_008023.1..Foxb2,Foxb2,1,#CC79A7
HSPCs,topic11,14:48660109-48670109;NM_001286483.1..Otx2,Otx2,2,#CC79A7
HSPCs,topic11,6:43260643-43270643;NM_133674.1..Arhgef5,Arhgef5,3,#CC79A7
HSPCs,topic11,14:48662644-48672644;NM_001286481.1..Otx2,Otx2,4.5,#CC79A7
HSPCs,topic11,2:105121528-105131528;NM_144783.2..Wt1,Wt1,4.5,#CC79A7
HSPCs,topic11,1:163308650-163318650;NM_001025570.1..Prrx1,Prrx1,6,#CC79A7
HSPCs,topic11,1:78192136-78202136;NM_001159520.1..Pax3,Pax3,7,#CC79A7
HSPCs,topic11,5:119829662-119839662;NM_011537.3..Tbx5,Tbx5,8,#CC79A7
HSPCs,topic11,7:107562432-107572432;NM_172907.3..Olfml1,Olfml1,9,#CC79A7
HSPCs,topic11,5:67094126-67104126;NM_008888.3..Phox2b,Phox2b,10,#CC79A7
HSPCs,topic11,14:67228291-67238291;NM_001276387.1..Ebf2,Ebf2,11,#CC79A7
HSPCs,topic11,17:85615833-85625833;NM_011381.4..Six3,Six3,12,#CC79A7
HSPCs,topic11,5:119665861-119675861;NM_198052.2..Tbx3,Tbx3,13,#CC79A7
HSPCs,topic11,2:105663895-105673895;NM_001244198.2..Pax6,Pax6,14,#CC79A7
HSPCs,topic11,4:9839371-9849371;NM_013526.1..Gdf6,Gdf6,15.5,#CC79A7
HSPCs,topic11,9:58196715-58206715;NM_001161535.1..Islr2,Islr2,15.5,#CC79A7
HSPCs,topic11,10:42578588-42588588;NM_152229.2..Nr2e1,Nr2e1,17,#CC79A7
HSPCs,topic11,19:41024274-41034274;NM_001043228.1..Dntt,Dntt,18.5,#CC79A7
HSPCs,topic11,19:44752393-44762393;NM_011037.4..Pax2,Pax2,18.5,#CC79A7
HSPCs,topic11,10:83717864-83727864;NM_001145198.1..1500009L16Rik,1500009L16Rik,20.5,#CC79A7
HSPCs,topic11,18:64335363-64345363;NM_194268.2..Onecut2,Onecut2,20.5,#CC79A7
HSPCs,topic11,11:77888872-77898872;NM_008952.2..Pipox,Pipox,22.5,#CC79A7
HSPCs,topic11,17:88786976-88796976;NM_013582.2..Lhcgr,Lhcgr,22.5,#CC79A7
HSPCs,topic11,5:119666232-119676232;NM_011535.3..Tbx3,Tbx3,24,#CC79A7
HSPCs,topic11,10:24590441-24600441;NM_010217.2..Ctgf,Ctgf,25,#CC79A7
HSPCs,topic11,2:168596657-168606657;NM_001037178.2..Nfatc2,Nfatc2,26,#CC79A7
HSPCs,topic11,13:48658035-48668035;NM_007526.4..Barx1,Barx1,27.5,#CC79A7
HSPCs,topic11,3:27312076-27322076;NM_009425.2..Tnfsf10,Tnfsf10,27.5,#CC79A7
HSPCs,topic11,5:24359818-24369818;NM_008713.4..Nos3,Nos3,29,#CC79A7
HSPCs,topic11,1:10988464-10998464;NM_029525.1..Prex2,Prex2,30,#CC79A7
HSPCs,topic11,16:45605439-45615439;NM_001159297.1..Gcsam,Gcsam,32,#CC79A7
HSPCs,topic11,16:50586154-50596154;NM_027046.3..Ccdc54,Ccdc54,32,#CC79A7
HSPCs,topic11,18:12857713-12867713;NM_001252491.1..Osbpl1a,Osbpl1a,32,#CC79A7
HSPCs,topic11,5:101659711-101669711;NM_144955.2..Nkx6-1,Nkx6-1,34.5,#CC79A7
HSPCs,topic11,9:74971110-74981110;NM_153584.2..Fam214a,Fam214a,34.5,#CC79A7
HSPCs,topic11,11:21996651-22006651;NM_011023.3..Otx1,Otx1,36.5,#CC79A7
HSPCs,topic11,3:82140877-82150877;NM_021896.5..Gucy1a3,Gucy1a3,36.5,#CC79A7
HSPCs,topic11,1:161390437-161400437;NM_009452.2..Tnfsf4,Tnfsf4,39,#CC79A7
HSPCs,topic11,6:144204568-144214568;NM_001113559.2..Sox5,Sox5,39,#CC79A7
HSPCs,topic11,6:48835988-48845988;NM_023056.4..Tmem176b,Tmem176b,39,#CC79A7
HSPCs,topic11,2:35691731-35701731;NM_001290639.1..Dab2ip,Dab2ip,41.5,#CC79A7
HSPCs,topic11,6:83706263-83716263;NM_011912.3..Vax2,Vax2,41.5,#CC79A7
HSPCs,topic11,14:48657872-48667872;NM_144841.4..Otx2,Otx2,43,#CC79A7
HSPCs,topic11,2:38346307-38356307;NM_010710.4..Lhx2,Lhx2,44.5,#CC79A7
HSPCs,topic11,9:58197285-58207285;NM_001161536.1..Islr2,Islr2,44.5,#CC79A7
HSPCs,topic11,12:56690470-56700470;NM_011041.3..Pax9,Pax9,46,#CC79A7
HSPCs,topic11,2:147181402-147191402;NM_001077632.1..Nkx2-2,Nkx2-2,47,#CC79A7
HSPCs,topic11,2:35616980-35626980;NM_001114124.2..Dab2ip,Dab2ip,48.5,#CC79A7
HSPCs,topic11,4:83047167-83057167;NM_001198811.1..Frem1,Frem1,48.5,#CC79A7
HSPCs,topic11,19:59165029-59175029;NM_009501.2..Vax1,Vax1,50,#CC79A7
HSPCs,topic11,4:99651298-99661298;NM_010425.3..Foxd3,Foxd3,51,#CC79A7
HSPCs,topic11,1:58205396-58215396;NM_023631.2..Aox4,Aox4,53.5,#CC79A7
HSPCs,topic11,13:94870626-94880626;NM_011021.3..Otp,Otp,53.5,#CC79A7
HSPCs,topic11,18:78137119-78147119;NM_001171011.1..Slc14a1,Slc14a1,53.5,#CC79A7
HSPCs,topic11,6:48836374-48846374;NM_001164207.1..Tmem176b,Tmem176b,53.5,#CC79A7
HSPCs,topic11,1:26682460-26692460;NM_001033764.3..4931408C20Rik,4931408C20Rik,58,#CC79A7
HSPCs,topic11,11:33198588-33208588;NM_019916.2..Tlx3,Tlx3,58,#CC79A7
HSPCs,topic11,13:36729477-36739477;NM_153529.2..Nrn1,Nrn1,58,#CC79A7
HSPCs,topic11,19:59453689-59463689;NM_010132.2..Emx2,Emx2,58,#CC79A7
HSPCs,topic11,8:13489535-13499535;NM_019521.2..Gas6,Gas6,58,#CC79A7
HSPCs,topic11,1:34006824-34016824;NM_133833.3..Dst,Dst,62,#CC79A7
HSPCs,topic11,12:57541121-57551121;NM_008259.3..Foxa1,Foxa1,62,#CC79A7
HSPCs,topic11,6:52153317-52163317;NM_001311118.1..Hoxa1,Hoxa1,62,#CC79A7
HSPCs,topic11,18:65934089-65944089;NM_013833.2..Rax,Rax,64,#CC79A7
HSPCs,topic11,18:11047509-11057509;NM_010258.3..Gata6,Gata6,65.5,#CC79A7
HSPCs,topic11,9:58153554-58163554;NM_001195431.1..Islr,Islr,65.5,#CC79A7
HSPCs,topic11,16:22887014-22897014;NM_001276449.1..Ahsg,Ahsg,68,#CC79A7
HSPCs,topic11,2:32620436-32630436;NM_001198791.1..Ak1,Ak1,68,#CC79A7
HSPCs,topic11,9:37428175-37438175;NM_001164767.1..Robo3,Robo3,68,#CC79A7
HSPCs,topic11,12:72934881-72944881;NM_011384.5..Six6,Six6,71.5,#CC79A7
HSPCs,topic11,17:8429422-8439422;NM_009309.2..T,T,71.5,#CC79A7
HSPCs,topic11,3:105447329-105457329;NM_001039347.1..Kcnd3,Kcnd3,71.5,#CC79A7
HSPCs,topic11,5:33429090-33439090;NM_011320.1..Nkx1-1,Nkx1-1,71.5,#CC79A7
HSPCs,topic11,3:18049324-18059324;NM_021560.4..Bhlhe22,Bhlhe22,75,#CC79A7
HSPCs,topic11,5:106453166-106463166;NM_001005477.1..Barhl2,Barhl2,75,#CC79A7
HSPCs,topic11,9:55536148-55546148;NM_027397.3..Isl2,Isl2,75,#CC79A7
HSPCs,topic11,4:87801323-87811323;NM_001286158.1..Mllt3,Mllt3,77,#CC79A7
HSPCs,topic11,14:55849114-55859114;NM_001040072.1..Nynrin,Nynrin,78.5,#CC79A7
HSPCs,topic11,19:36374066-36384066;NM_029508.3..Pcgf5,Pcgf5,78.5,#CC79A7
HSPCs,topic11,15:89372036-89382036;NM_138302.1..Tymp,Tymp,80.5,#CC79A7
HSPCs,topic11,3:94367793-94377793;NM_011281.3..Rorc,Rorc,80.5,#CC79A7
HSPCs,topic11,2:148040948-148050948;NM_001291065.1..Foxa2,Foxa2,82.5,#CC79A7
HSPCs,topic11,6:48836137-48846137;NM_001164209.2..Tmem176b,Tmem176b,82.5,#CC79A7
HSPCs,topic11,10:58670696-58680696;NM_010100.3..Edar,Edar,84,#CC79A7
HSPCs,topic11,10:50890650-50900650;NM_011376.3..Sim1,Sim1,87,#CC79A7
HSPCs,topic11,11:85885062-85895062;NM_011536.2..Tbx4,Tbx4,87,#CC79A7
HSPCs,topic11,3:129194877-129204877;NM_001042504.2..Pitx2,Pitx2,87,#CC79A7
HSPCs,topic11,6:72299609-72309609;NM_001282071.2..Sftpb,Sftpb,87,#CC79A7
HSPCs,topic11,8:91796654-91806654;NM_001253822.1..Irx3,Irx3,87,#CC79A7
HSPCs,topic11,10:127529559-127539559;NM_183297.2..Nxph4,Nxph4,93.5,#CC79A7
HSPCs,topic11,11:95115116-95125116;NM_010055.3..Dlx3,Dlx3,93.5,#CC79A7
HSPCs,topic11,11:95140801-95150801;NM_007867.4..Dlx4,Dlx4,93.5,#CC79A7
HSPCs,topic11,17:74042916-74052916;NM_053188.2..Srd5a2,Srd5a2,93.5,#CC79A7
HSPCs,topic11,2:148040464-148050464;NM_001291067.1..Foxa2,Foxa2,93.5,#CC79A7
HSPCs,topic11,3:94372431-94382431;NM_001293734.1..Rorc,Rorc,93.5,#CC79A7
HSPCs,topic11,8:104096624-104106624;NM_009868.4..Cdh5,Cdh5,93.5,#CC79A7
HSPCs,topic11,9:118706691-118716691;NM_001113514.1..Itga9,Itga9,93.5,#CC79A7
HSPCs,topic11,9:98485536-98495536;NM_009034.4..Rbp2,Rbp2,98,#CC79A7
HSPCs,topic11,2:32623389-32633389;NM_001198792.1..Ak1,Ak1,100,#CC79A7
HSPCs,topic11,9:43100718-43110718;NM_027144.2..Arhgef12,Arhgef12,100,#CC79A7
HSPCs,topic11,9:58197344-58207344;NM_001161539.1..Islr2,Islr2,100,#CC79A7
HSPCs,topic11,1:134285003-134295003;NM_031189.2..Myog,Myog,103.5,#CC79A7
HSPCs,topic11,19:23443322-23453322;NM_174857.3..Mamdc2,Mamdc2,103.5,#CC79A7
HSPCs,topic11,2:3113387-3123387;NM_001081161.1..Fam171a1,Fam171a1,103.5,#CC79A7
HSPCs,topic11,8:57315982-57325982;NM_010402.4..Hand2,Hand2,103.5,#CC79A7
HSPCs,topic11,14:52445392-52455392;NM_020514.2..Olfr1509,Olfr1509,107.5,#CC79A7
HSPCs,topic11,15:39001279-39011279;NM_001162494.1..Fzd6,Fzd6,107.5,#CC79A7
HSPCs,topic11,18:52641219-52651219;NM_030097.1..1700034E13Rik,1700034E13Rik,107.5,#CC79A7
HSPCs,topic11,18:6999779-7009779;NM_177595.4..Mkx,Mkx,107.5,#CC79A7
HSPCs,topic11,10:19351538-19361538;NM_053008.2..Olig3,Olig3,111.5,#CC79A7
HSPCs,topic11,10:22815128-22825128;NM_011545.1..Tcf21,Tcf21,111.5,#CC79A7
HSPCs,topic11,3:30008204-30018204;NM_007963.2..Mecom,Mecom,111.5,#CC79A7
HSPCs,topic11,4:45525828-45535828;NM_001033306.1..Shb,Shb,111.5,#CC79A7
HSPCs,topic11,13:55826425-55836425;NM_011097.2..Pitx1,Pitx1,115,#CC79A7
HSPCs,topic11,7:103941567-103951567;NM_146354.1..Olfr633,Olfr633,115,#CC79A7
HSPCs,topic11,9:37547745-37557745;NM_022029.2..Nrgn,Nrgn,115,#CC79A7
HSPCs,topic11,13:97062286-97072286;NM_001146045.1..Fam169a,Fam169a,118.5,#CC79A7
HSPCs,topic11,2:148041969-148051969;NM_010446.3..Foxa2,Foxa2,118.5,#CC79A7
HSPCs,topic11,2:27067161-27077161;NM_025376.3..Tmem8c,Tmem8c,118.5,#CC79A7
HSPCs,topic11,6:67334694-67344694;NM_001311141.1..Il12rb2,Il12rb2,118.5,#CC79A7
HSPCs,topic11,10:18541076-18551076;NM_019487.3..Hebp2,Hebp2,123,#CC79A7
HSPCs,topic11,17:12502704-12512704;NM_011395.2..Slc22a3,Slc22a3,123,#CC79A7
HSPCs,topic11,19:56385038-56395038;NM_001286552.1..Nrap,Nrap,123,#CC79A7
HSPCs,topic11,2:33635511-33645511;NM_010725.2..Lmx1b,Lmx1b,123,#CC79A7
HSPCs,topic11,5:113305786-113315786;NM_001162965.1..Sgsm1,Sgsm1,123,#CC79A7
HSPCs,topic11,1:33902767-33912767;NM_001310484.1..Bend6,Bend6,127,#CC79A7
HSPCs,topic11,12:41481057-41491057;NM_001271708.1..Lrrn3,Lrrn3,127,#CC79A7
HSPCs,topic11,3:95313829-95323829;NM_001320492.1..Cers2,Cers2,127,#CC79A7
HSPCs,topic11,10:103023777-103033777;NM_172553.4..Alx1,Alx1,131.5,#CC79A7
HSPCs,topic11,13:108649176-108659176;NM_011056.3..Pde4d,Pde4d,131.5,#CC79A7
HSPCs,topic11,14:70885106-70895106;NM_001302094.1..Gfra2,Gfra2,131.5,#CC79A7
HSPCs,topic11,17:36976237-36986237;NM_029747.3..2410137M14Rik,2410137M14Rik,131.5,#CC79A7
HSPCs,topic11,7:106809143-106819143;NM_028910.3..Olfr701,Olfr701,131.5,#CC79A7
HSPCs,topic11,7:143468754-143478754;NM_008767.2..Slc22a18,Slc22a18,131.5,#CC79A7
HSPCs,topic11,14:11548552-11558552;NM_008981.3..Ptprg,Ptprg,135.5,#CC79A7
HSPCs,topic11,3:137336077-137346077;NM_001163522.1..Emcn,Emcn,135.5,#CC79A7
HSPCs,topic11,17:75430904-75440904;NM_001166493.1..Rasgrp3,Rasgrp3,139.5,#CC79A7
HSPCs,topic11,18:70048588-70058588;NM_001302798.1..Rab27b,Rab27b,139.5,#CC79A7
HSPCs,topic11,3:110138472-110148472;NM_001163348.1..Ntng1,Ntng1,139.5,#CC79A7
HSPCs,topic11,4:129256404-129266404;NM_001285867.1..C77080,C77080,139.5,#CC79A7
HSPCs,topic11,8:11307804-11317804;NM_009932.4..Col4a2,Col4a2,139.5,#CC79A7
HSPCs,topic11,9:69755940-69765940;NM_022378.3..Foxb1,Foxb1,139.5,#CC79A7
HSPCs,topic11,2:153627781-153637781;NM_001195390.1..Commd7,Commd7,144,#CC79A7
HSPCs,topic11,5:129091749-129101749;NM_001081342.1..Adgrd1,Adgrd1,144,#CC79A7
HSPCs,topic11,6:6858333-6868333;NM_010057.2..Dlx6,Dlx6,144,#CC79A7
HSPCs,topic11,13:114927041-114937041;NM_008396.2..Itga2,Itga2,149,#CC79A7
HSPCs,topic11,15:7808726-7818726;NM_001301333.1..Gdnf,Gdnf,149,#CC79A7
HSPCs,topic11,15:89494856-89504856;NM_021423.3..Shank3,Shank3,149,#CC79A7
HSPCs,topic11,17:40875558-40885558;NM_027834.3..9130008F23Rik,9130008F23Rik,149,#CC79A7
HSPCs,topic11,18:60619305-60629305;NM_177340.2..Synpo,Synpo,149,#CC79A7
HSPCs,topic11,2:105671128-105681128;NM_001244202.2..Pax6,Pax6,149,#CC79A7
HSPCs,topic11,5:29473470-29483470;NM_019944.2..Mnx1,Mnx1,149,#CC79A7
HSPCs,topic11,1:74880408-74890408;NM_153111.2..Fev,Fev,154,#CC79A7
HSPCs,topic11,2:69581067-69591067;NM_001081088.1..Lrp2,Lrp2,154,#CC79A7
HSPCs,topic11,6:52308497-52318497;NM_007966.4..Evx1,Evx1,154,#CC79A7
HSPCs,topic11,6:52159831-52169831;NM_010451.2..Hoxa2,Hoxa2,156.5,#CC79A7
HSPCs,topic11,6:8945018-8955018;NM_008751.5..Nxph1,Nxph1,156.5,#CC79A7
HSPCs,topic11,12:8296954-8306954;NM_001312876.1..Gdf7,Gdf7,160,#CC79A7
HSPCs,topic11,14:27331036-27341036;NM_001289687.1..Arhgef3,Arhgef3,160,#CC79A7
HSPCs,topic11,15:39001332-39011332;NM_008056.3..Fzd6,Fzd6,160,#CC79A7
HSPCs,topic11,18:65575229-65585229;NM_207255.2..Zfp532,Zfp532,160,#CC79A7
HSPCs,topic11,5:41759220-41769220;NM_007524.3..Nkx3-2,Nkx3-2,160,#CC79A7
HSPCs,topic11,1:119048619-119058619;NM_001081125.1..Gli2,Gli2,165.5,#CC79A7
HSPCs,topic11,15:7810549-7820549;NM_001301357.1..Gdnf,Gdnf,165.5,#CC79A7
HSPCs,topic11,17:26064177-26074177;NM_001162868.1..Rab11fip3,Rab11fip3,165.5,#CC79A7
HSPCs,topic11,19:4693668-4703668;NM_001033447.3..Gm960,Gm960,165.5,#CC79A7
HSPCs,topic11,2:155746216-155756216;NM_011171.2..Procr,Procr,165.5,#CC79A7
HSPCs,topic11,7:143470115-143480115;NM_001042760.1..Slc22a18,Slc22a18,165.5,#CC79A7
HSPCs,topic11,1:190165680-190175680;NM_008937.2..Prox1,Prox1,171.5,#CC79A7
HSPCs,topic11,12:73041712-73051712;NM_009189.3..Six1,Six1,171.5,#CC79A7
HSPCs,topic11,4:44705440-44715440;NM_008782.2..Pax5,Pax5,171.5,#CC79A7
HSPCs,topic11,7:99701842-99711842;NM_001252530.1..Slco2b1,Slco2b1,171.5,#CC79A7
HSPCs,topic11,8:11307826-11317826;NM_009931.2..Col4a1,Col4a1,171.5,#CC79A7
HSPCs,topic11,9:58154221-58164221;NM_012043.4..Islr,Islr,171.5,#CC79A7
HSPCs,topic11,1:134230457-134240457;NM_001008533.3..Adora1,Adora1,179,#CC79A7
HSPCs,topic11,2:155008569-155018569;NM_015770.3..a,a,179,#CC79A7
HSPCs,topic11,2:35686993-35696993;NM_001001602.2..Dab2ip,Dab2ip,179,#CC79A7
HSPCs,topic11,3:34644994-34654994;NM_011443.4..Sox2,Sox2,179,#CC79A7
HSPCs,topic11,4:116168371-116178371;NM_001099295.2..1700042G07Rik,1700042G07Rik,179,#CC79A7
HSPCs,topic11,4:96586485-96596485;NM_028979.2..Cyp2j9,Cyp2j9,179,#CC79A7
HSPCs,topic11,5:98175868-98185868;NM_029947.2..Prdm8,Prdm8,179,#CC79A7
HSPCs,topic11,7:16609993-16619993;NM_172739.4..Arhgap35,Arhgap35,179,#CC79A7
HSPCs,topic11,9:110875083-110885083;NM_146260.2..Tmie,Tmie,179,#CC79A7
HSPCs,topic11,11:63056658-63066658;NM_027660.1..Tekt3,Tekt3,184.5,#CC79A7
HSPCs,topic11,8:82858355-82868355;NM_177378.4..Rnf150,Rnf150,184.5,#CC79A7
